,003ba30e1374a6ea2cfed3594df32399,"market for hazardous waste, for incineration",Europe without Switzerland,-7.10493e-05,kilogram,cutoff38,f16ebe0cf00906d23646f15369313fe6,"treatment of low level radioactive waste, plasma torch incineration",CH,-0.09,cubic meter
1107,c2520faf13514762937bbf1f3366506a,"treatment of waste plastic, mixture, municipal incineration",RoW,-3.63975289631921e-06,kilogram,cutoff38,,,,,
1108,c2520faf13514762937bbf1f3366506a,"treatment of municipal solid waste, incineration",ES,-0.0482843909514597,kilogram,cutoff38,,,,,
1109,c2520faf13514762937bbf1f3366506a,"market for hazardous waste, for incineration",CH,-1.05380347441592e-05,kilogram,cutoff38,,,,,
1110,c2520faf13514762937bbf1f3366506a,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0004031475970014,kilogram,cutoff38,,,,,
1111,c2520faf13514762937bbf1f3366506a,"market for hazardous waste, for incineration",RoW,-0.0008383255390663,kilogram,cutoff38,,,,,
1112,c2523a7b8986fb829000865505808e26,"treatment of waste wood, untreated, municipal incineration",RoW,-0.137212483251452,kilogram,cutoff38,,,,,
1113,c2ac53a206c6113012887f72ac81ad1b,"treatment of biowaste, municipal incineration",GLO,-0.0001962473595928,kilogram,cutoff38,,,,,
1114,c36de926806fe02d67d4bd476ca81e84,"market for hazardous waste, for incineration",Europe without Switzerland,-3.2159373398854e-05,kilogram,cutoff38,,,,,
1115,c36de926806fe02d67d4bd476ca81e84,"market for hazardous waste, for incineration",CH,-8.40626601145996e-07,kilogram,cutoff38,,,,,
1116,c38365b725be261e415b1bd744d9f93c,"treatment of waste polyurethane, municipal incineration",RoW,-0.296770319615218,kilogram,cutoff38,,,,,
1117,c3fbcc3d9760da0830c5635a4959289f,"treatment of waste polyurethane, municipal incineration",RoW,-0.0060783430886987,kilogram,cutoff38,,,,,
1118,c46e6161d4eeb9ab3e49e7b6c3678939,"treatment of waste wood, untreated, municipal incineration",RoW,-0.193370165745856,kilogram,cutoff38,,,,,
1119,c53f4118fb6a514ae399d0ebc727cb40,"market for hazardous waste, for incineration",RoW,-0.0245,kilogram,cutoff38,,,,,
1120,c54c0de2503b0bc9bc788aae2afa998c,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0302103204655901,kilogram,cutoff38,,,,,
1121,c54c0de2503b0bc9bc788aae2afa998c,"market for hazardous waste, for incineration",CH,-0.0007896795344098,kilogram,cutoff38,,,,,
1122,c5a482ffcff3db2c688d92204b668bad,"treatment of waste polyvinylchloride, municipal incineration",RoW,-0.0392054053825304,kilogram,cutoff38,,,,,
1123,c6145eeb60081053b6fa6e2cef0320d3,"market for hazardous waste, for incineration",Europe without Switzerland,-1.57286286068095e-05,kilogram,cutoff38,,,,,
1124,c6442aa26834fb8d03fa11d46c3f8454,"market for hazardous waste, for incineration",Europe without Switzerland,-1136.66,kilogram,cutoff38,,,,,
1125,c6442aa26834fb8d03fa11d46c3f8454,"market for hazardous waste, for incineration",CH,-29.7116060256527,kilogram,cutoff38,,,,,
1126,c6442aa26834fb8d03fa11d46c3f8454,"market for hazardous waste, for incineration",RoW,-2363.62839397435,kilogram,cutoff38,,,,,
1127,c64fffd12f872d1b2e64fb92a035d5f8,"treatment of waste polystyrene, municipal incineration",RoW,-0.987663173459344,kilogram,cutoff38,,,,,
1128,c68d7192c9a20849fff3beed013a0fe8,"treatment of waste plastic, mixture, municipal incineration with fly ash extraction",CH,-3.88e-05,kilogram,cutoff38,,,,,
1129,c68d7192c9a20849fff3beed013a0fe8,"treatment of waste graphical paper, municipal incineration with fly ash extraction",CH,-3.88e-05,kilogram,cutoff38,,,,,
1130,c68e272a3ed8f6a9c8a48502298ec56b,"treatment of waste emulsion paint, hazardous waste incineration, with energy recovery",CH,-0.0183722212015433,kilogram,cutoff38,,,,,
1131,c68e272a3ed8f6a9c8a48502298ec56b,"treatment of waste emulsion paint, hazardous waste incineration",CH,-0.0183722212015433,kilogram,cutoff38,,,,,
1132,c68e272a3ed8f6a9c8a48502298ec56b,"treatment of waste emulsion paint, municipal incineration with fly ash extraction",CH,-0.963255557596914,kilogram,cutoff38,,,,,
1133,c690a02ce4366bf37cb661cdc0bb1fff,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0110373227436247,kilogram,cutoff38,,,,,
1134,c690a02ce4366bf37cb661cdc0bb1fff,"market for hazardous waste, for incineration",CH,-0.0002885089516095,kilogram,cutoff38,,,,,
1135,c72325b52325adb2ea52c860ea7a92cf,"market for hazardous waste, for incineration",RoW,-0.566858974,kilogram,cutoff38,,,,,
1136,c787e70477849b3402d74c8dabac4d9b,"treatment of biowaste, municipal incineration",GLO,-0.259265986904715,kilogram,cutoff38,,,,,
1137,c7a093bcf6cfc8972bb9b2c369cca25b,"treatment of waste polyurethane, municipal incineration",RoW,-0.0042372881355932,kilogram,cutoff38,,,,,
1138,c7addb9e54798029f75c0d99f19a74b3,"treatment of waste paperboard, municipal incineration",RoW,-0.193370165745856,kilogram,cutoff38,,,,,
1139,c7f42b80ca4105d0fde2e3ebf28ac414,"market for hazardous waste, for incineration",RoW,-0.0002982141768421,kilogram,cutoff38,,,,,
1140,c822dc6bb34eb2098a6e4e847e648ee4,"treatment of used capacitor, to hazardous waste incineration, with energy recovery",CH,-0.0042084427798375,kilogram,cutoff38,,,,,
1141,c822dc6bb34eb2098a6e4e847e648ee4,"treatment of used capacitor, to hazardous waste incineration",CH,-0.0042084427798375,kilogram,cutoff38,,,,,
1142,c822dc6bb34eb2098a6e4e847e648ee4,"treatment of used capacitor, to hazardous waste incineration, with energy recovery",RoW,-0.495791557220162,kilogram,cutoff38,,,,,
1143,c822dc6bb34eb2098a6e4e847e648ee4,"treatment of used capacitor, to hazardous waste incineration",RoW,-0.495791557220162,kilogram,cutoff38,,,,,
1144,c8436d1f1d9aa435df095354ad2b34cb,"treatment of waste graphical paper, municipal incineration",RoW,-0.944189931250273,kilogram,cutoff38,,,,,
1145,c88a4212c76d3a05c55d0b186027fd6e,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.193370165745856,kilogram,cutoff38,,,,,
1146,c8a0f5c73ec120c3eeab76301bf7ad4b,"market for hazardous waste, for incineration",Europe without Switzerland,-0.322,kilogram,cutoff38,,,,,
1147,c8a0f5c73ec120c3eeab76301bf7ad4b,"market for hazardous waste, for incineration",CH,-0.008416885559675,kilogram,cutoff38,,,,,
1148,c8a0f5c73ec120c3eeab76301bf7ad4b,"market for hazardous waste, for incineration",RoW,-0.669583114440325,kilogram,cutoff38,,,,,
1149,c8c62a33e8ece2354d3cde49bc1566fe,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.210673697208202,kilogram,cutoff38,,,,,
1150,c8cc77511af8289468543ba688e553da,"market for hazardous waste, for incineration",RoW,-0.000337248292941,kilogram,cutoff38,,,,,
1151,c93f4c2315f15c8cba7085c9bc1a03cc,"treatment of municipal solid waste, incineration",FR,-0.615122,kilogram,cutoff38,,,,,
1152,c99009e74a1d8b89ecc259077be26c88,"treatment of waste polypropylene, municipal incineration",RoW,-0.670191344336828,kilogram,cutoff38,,,,,
1153,c9a1a9f6b350807f58dc3f511179cdf3,"treatment of municipal solid waste, incineration",CZ,-0.247338,kilogram,cutoff38,,,,,
1154,c9ad65910cb5ea27b1888c8c2f1410e4,"market for hazardous waste, for incineration",RoW,-0.0042342,kilogram,cutoff38,,,,,
1155,c9f7e6e085a70b02c0c8ca20c961df0e,"treatment of waste glass, municipal incineration",RoW,-0.61001052803803,kilogram,cutoff38,,,,,
1156,ca58da4cd1d2c04b1f446310f920c4f3,"market for hazardous waste, for incineration",RoW,-0.0002196291979831,kilogram,cutoff38,,,,,
1157,ca88963fcb88577901aa2a5274c2d750,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0106223384862881,kilogram,cutoff38,,,,,
1158,ca88963fcb88577901aa2a5274c2d750,"market for hazardous waste, for incineration",CH,-0.0002776615137118,kilogram,cutoff38,,,,,
1159,caf1fd9baef591ca6e8ba4f0c57ee56c,"market for hazardous waste, for incineration",RoW,-0.0002070842220175,kilogram,cutoff38,,,,,
1160,cb144de878e4fab243939e43b293cb90,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0322,kilogram,cutoff38,,,,,
1161,cb144de878e4fab243939e43b293cb90,"market for hazardous waste, for incineration",CH,-0.0008416885559675,kilogram,cutoff38,,,,,
1162,cb144de878e4fab243939e43b293cb90,"market for hazardous waste, for incineration",RoW,-0.0669583114440325,kilogram,cutoff38,,,,,
1163,cb16cd992ebb15d748336ff03f7cce0b,"treatment of waste paint, municipal incineration with fly ash extraction",CH,-0.05,kilogram,cutoff38,,,,,
1164,cb6b92edabff3e929c1e3c74aae1c969,"market for hazardous waste, for incineration",RoW,-2.18710477014667e-05,kilogram,cutoff38,,,,,
1165,cbf9abbff1c3649505375703cfef368a,"treatment of waste plastic, consumer electronics, municipal incineration",RoW,-0.999999977077802,kilogram,cutoff38,,,,,
1166,cc067be3c0bafb6a14dc33d21b038396,"treatment of waste wood, untreated, municipal incineration",RoW,-0.0392054053825304,kilogram,cutoff38,,,,,
1167,cc5587bc1d7989aab994c218a666f71d,"market for hazardous waste, for incineration",Europe without Switzerland,-9.66e-05,kilogram,cutoff38,,,,,
1168,cc5587bc1d7989aab994c218a666f71d,"market for hazardous waste, for incineration",CH,-2.5250656679025e-06,kilogram,cutoff38,,,,,
1169,cc5587bc1d7989aab994c218a666f71d,"market for hazardous waste, for incineration",RoW,-0.000200874934332,kilogram,cutoff38,,,,,
1170,cc5ce2fa6e10c91a4c41bcb182e90bb8,"treatment of waste polyurethane, municipal incineration",RoW,-0.933487623264238,kilogram,cutoff38,,,,,
1171,cc689a67402b43dc1b9c59baa0107019,"treatment of waste glass, municipal incineration",RoW,-0.193370165745856,kilogram,cutoff38,,,,,
1172,cc94fa555666bcd332c0a796dc2049e4,"treatment of waste glass, municipal incineration",RoW,-0.648037776664191,kilogram,cutoff38,,,,,
1173,ccc027985f37cd5cd87f3ef18f78bfa8,"market for hazardous waste, for incineration",Europe without Switzerland,-3.552304e-05,kilogram,cutoff38,,,,,
1174,ccc027985f37cd5cd87f3ef18f78bfa8,"market for hazardous waste, for incineration",CH,-9.28550814943346e-07,kilogram,cutoff38,,,,,
1175,ccc027985f37cd5cd87f3ef18f78bfa8,"market for hazardous waste, for incineration",RoW,-7.38684091850567e-05,kilogram,cutoff38,,,,,
1176,cd10f5cd8d2488455ada3e1c369747b5,"treatment of waste polystyrene, municipal incineration",RoW,-0.0056040232423687,kilogram,cutoff38,,,,,
1177,cd487391054fffa4db0309156ceffc4a,"market for hazardous waste, for incineration",RoW,-7.06926375217415e-05,kilogram,cutoff38,,,,,
1178,cdc5c9b4f4c6f6f03c2b6baff0897f91,"market for hazardous waste, for incineration",RoW,-7.61292396480813e-06,kilogram,cutoff38,,,,,
1179,ce452ebda6c0d0fda6cd838630c113af,"treatment of waste graphical paper, municipal incineration",RoW,-0.333596559432856,kilogram,cutoff38,,,,,
1180,ce4939ce00813eaa4442445d48075989,"market for hazardous waste, for incineration",RoW,-0.0003636947325543,kilogram,cutoff38,,,,,
1181,cef26022bbeb7702e593e1559a5cc0f8,"treatment of waste polypropylene, municipal incineration",RoW,-0.441076934646913,kilogram,cutoff38,,,,,
1182,cef65ea9f4aebac39ed4abc410d1ec74,"treatment of waste polyvinylchloride, municipal incineration",RoW,-0.0060783430886987,kilogram,cutoff38,,,,,
1183,cf6ee674ffa5bdedda31e53eb0838914,"treatment of waste paperboard, municipal incineration",RoW,-0.333596559432856,kilogram,cutoff38,,,,,
1184,cf93852d71a7fec242f4afb07ce5978f,"market for hazardous waste, for incineration",RoW,-0.17211,kilogram,cutoff38,,,,,
1185,d004fd3ae9c7099486b16ef025393052,"treatment of waste wood, untreated, municipal incineration",RoW,-0.0060783430886987,kilogram,cutoff38,,,,,
1186,d018775e02a7b8fc04561ecbdbd203a9,"treatment of waste polypropylene, municipal incineration",RoW,-0.0625465376023827,kilogram,cutoff38,,,,,
1187,d038d5ff842efc6063ebf4728687da26,"market for hazardous waste, for incineration",Europe without Switzerland,-1.94839945523928,kilogram,cutoff38,,,,,
1188,d038d5ff842efc6063ebf4728687da26,"market for hazardous waste, for incineration",RoW,-4.05160054476072,kilogram,cutoff38,,,,,
1189,d04c6caf28b7b0be432cab2e1a56b8e7,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.980653482373173,kilogram,cutoff38,,,,,
1190,d06e159f28ac6f2812127721efcd246a,"market for hazardous waste, for incineration",RoW,-0.0003247400909135,kilogram,cutoff38,,,,,
1191,d0b185156a19a8eec59dd4de04b71fea,"market for hazardous waste, for incineration",RoW,-0.0002964697995304,kilogram,cutoff38,,,,,
1192,d1363b5ed1793efe58f4f1fe3a58567b,"market for hazardous waste, for incineration",RoW,-0.010743,kilogram,cutoff38,,,,,
1193,d1a5fe6aeb38597cb46e716fc4b49c07,"treatment of waste polystyrene, municipal incineration",RoW,-0.993763892319091,kilogram,cutoff38,,,,,
1194,d1c76364a2976c0dce3761209ca65cbe,"treatment of biowaste, municipal incineration",GLO,-0.0027678929688326,kilogram,cutoff38,,,,,
1195,d1c76364a2976c0dce3761209ca65cbe,"treatment of waste mineral oil, hazardous waste incineration",Europe without Switzerland,-0.0004361919212835,kilogram,cutoff38,,,,,
1196,d20c7ecb1cd28243d78b562cf794ec8a,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.0060783430886987,kilogram,cutoff38,,,,,
1197,d2205f2e507d88a164479b082f442c79,"market for hazardous waste, for incineration",RoW,-0.0020533,kilogram,cutoff38,,,,,
1198,d31f6d57c02dbdfd013df8d367b831e1,"market for hazardous waste, for incineration",RoW,-0.0003144791848975,kilogram,cutoff38,,,,,
1199,d324cb037b4a4dd03d4e06dda31e505f,"market for hazardous waste, for incineration",RoW,-0.17211,kilogram,cutoff38,,,,,
1200,d35cec7ce2763b93477a16d65e4939c5,"treatment of waste polyurethane, municipal incineration",RoW,-0.667753859534681,kilogram,cutoff38,,,,,
1201,d3a973443a97439421d55b09c63bead0,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.648037776664191,kilogram,cutoff38,,,,,
1202,d3eb0b380a115751632e6ead2551b56c,"market for hazardous waste, for incineration",Europe without Switzerland,-4.1925909317298e-05,kilogram,cutoff38,,,,,
1203,d3eb0b380a115751632e6ead2551b56c,"market for hazardous waste, for incineration",CH,-1.09591795251245e-06,kilogram,cutoff38,,,,,
1204,d43420a50e652b8ccafe153b9ef28456,"market for hazardous waste, for incineration",Europe without Switzerland,-0.000303812517172,kilogram,cutoff38,,,,,
1205,d43d622b1454c53269564d940e38e02f,"market for hazardous waste, for incineration",Europe without Switzerland,-2.74869246171119e-06,kilogram,cutoff38,,,,,
1206,d43d622b1454c53269564d940e38e02f,"market for hazardous waste, for incineration",CH,-7.18491611458523e-08,kilogram,cutoff38,,,,,
1207,d43d622b1454c53269564d940e38e02f,"market for hazardous waste, for incineration",RoW,-5.71577037003485e-06,kilogram,cutoff38,,,,,
1208,d446958585625c81f6e0c78fe06de313,"market for hazardous waste, for incineration",CH,-6.0,kilogram,cutoff38,,,,,
1209,d522229ef43013f57c2f27aae07f3fd0,"market for hazardous waste, for incineration",RoW,-4.89136274355248e-06,kilogram,cutoff38,,,,,
1210,d58cb560198d3dd27db714f6a1cc56e5,"treatment of municipal solid waste, incineration",BE,-0.982432,kilogram,cutoff38,,,,,
1211,d6281ed99f6b3d7cd6cedfcb52ae697e,"market for hazardous waste, for incineration",RoW,-0.0002926303994347,kilogram,cutoff38,,,,,
1212,d644ce699028ed1aa184dc3600c4c805,"treatment of waste paperboard, municipal incineration",RoW,-0.247338467815546,kilogram,cutoff38,,,,,
1213,d6bc3ddd62401a976adc731d2f438721,"treatment of waste graphical paper, municipal incineration",RoW,-0.000768036640492,kilogram,cutoff38,,,,,
1214,d6d408d42ba92e017dedaa55224f46a3,"market for hazardous waste, for incineration",Europe without Switzerland,-1.36433705328472e-06,kilogram,cutoff38,,,,,
1215,d6d408d42ba92e017dedaa55224f46a3,"market for hazardous waste, for incineration",CH,-3.56629467152847e-08,kilogram,cutoff38,,,,,
1216,d6f9e44ef0a7e95c7cfbd4e952ead198,"market for hazardous waste, for incineration",Europe without Switzerland,-1101.21490729409,kilogram,cutoff38,,,,,
1217,d6f9e44ef0a7e95c7cfbd4e952ead198,"market for hazardous waste, for incineration",CH,-28.7850927059083,kilogram,cutoff38,,,,,
1218,d72d9a7cacedc1af6c56e4c0cc98dc13,"market for hazardous waste, for incineration",RoW,-0.0003649786067375,kilogram,cutoff38,,,,,
1219,d77efc2f8f01333471f4ca91f1e7fbf7,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.0002049145191644,kilogram,cutoff38,,,,,
1220,d77efc2f8f01333471f4ca91f1e7fbf7,"treatment of municipal solid waste, incineration",ES,-2.71836386612196,kilogram,cutoff38,,,,,
1221,d77efc2f8f01333471f4ca91f1e7fbf7,"market for hazardous waste, for incineration",CH,-0.0005932810232039,kilogram,cutoff38,,,,,
1222,d77efc2f8f01333471f4ca91f1e7fbf7,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0226968144116052,kilogram,cutoff38,,,,,
1223,d77efc2f8f01333471f4ca91f1e7fbf7,"market for hazardous waste, for incineration",RoW,-0.0471969058434678,kilogram,cutoff38,,,,,
1224,d79cf96478b746ab7fdc6eb1128d8c77,"market for hazardous waste, for incineration",RoW,-4.04876855768167e-06,kilogram,cutoff38,,,,,
1225,d7a22144ff6700cde4f3da22f187dbac,"treatment of waste graphical paper, municipal incineration",RoW,-0.61001052803803,kilogram,cutoff38,,,,,
1226,d7eb84a56f099ff9ce190b7c07261831,"treatment of waste glass, municipal incineration",RoW,-0.982431807674526,kilogram,cutoff38,,,,,
1227,d7ff7de7b4acbcede3940be929abe335,"treatment of waste paperboard, municipal incineration",RoW,-0.987663173459344,kilogram,cutoff38,,,,,
1228,d87908e5873b3b280b29784589b2610e,"market for hazardous waste, for incineration",Europe without Switzerland,-0.00085652,kilogram,cutoff38,,,,,
1229,d87908e5873b3b280b29784589b2610e,"market for hazardous waste, for incineration",CH,-2.23889155887355e-05,kilogram,cutoff38,,,,,
1230,d87908e5873b3b280b29784589b2610e,"market for hazardous waste, for incineration",RoW,-0.0017810910844112,kilogram,cutoff38,,,,,
1231,d88277dd631790a6cdd7c6c2aef33c5e,"treatment of waste polyvinylchloride, municipal incineration",RoW,-0.137212483251452,kilogram,cutoff38,,,,,
1232,d8a47905908e70363a5ebb416e688fa5,"market for hazardous waste, for incineration",RoW,-8.07850746269e-07,kilogram,cutoff38,,,,,
1233,d8e88daf6a9f2044501798c1c7af27b2,"treatment of waste polyurethane, municipal incineration",RoW,-0.0056040232423687,kilogram,cutoff38,,,,,
1234,d903749653c9e58252945990e6233a94,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.441076934646913,kilogram,cutoff38,,,,,
1235,d912f42a0ab1cd82a72f5313e37d4427,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0004124112180256,kilogram,cutoff38,,,,,
1236,d912f42a0ab1cd82a72f5313e37d4427,"market for hazardous waste, for incineration",RoW,-0.0008575887819743,kilogram,cutoff38,,,,,
1237,d922f0f38290d2981b379c7b99647aa5,"market for hazardous waste, for incineration",RoW,-0.0003348150240087,kilogram,cutoff38,,,,,
1238,d9869f0fd767dce73727922806591a21,"market for hazardous waste, for incineration",RoW,-1130.0,kilogram,cutoff38,,,,,
1239,da778cb97325fa3d7e16518768132ac7,"treatment of waste emulsion paint, municipal incineration with fly ash extraction",CH,-0.798,kilogram,cutoff38,,,,,
1240,da8c2adb3b60c3e656f7d4459e41e62d,"treatment of waste glass, municipal incineration",RoW,-0.256386189641601,kilogram,cutoff38,,,,,
1241,daab97143e3e3cb87ef550c76fc81057,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0822096805482053,kilogram,cutoff38,,,,,
1242,daab97143e3e3cb87ef550c76fc81057,"market for hazardous waste, for incineration",CH,-0.0021489114070549,kilogram,cutoff38,,,,,
1243,dafe65b12edf7b955a98eec5ced1b63d,"treatment of waste graphical paper, municipal incineration",RoW,-0.427746565109878,kilogram,cutoff38,,,,,
1244,db474b8e48e26eb3d9f405caab55331a,"treatment of waste polyurethane, municipal incineration",RoW,-0.917668515874329,kilogram,cutoff38,,,,,
1245,db9999a4120bf65367c626da39e145a0,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0003355731476235,kilogram,cutoff38,,,,,
1246,dbcf117c96e66539e483f9a02d755b9e,"market for hazardous waste, for incineration",RoW,-6.01633595241267e-07,kilogram,cutoff38,,,,,
1247,dd86a14fd86cd0b6b1ac017d742e6618,"market for hazardous waste, for incineration",RoW,-3.08027279885661e-06,kilogram,cutoff38,,,,,
1248,ddeaa84e5017a619849a21a16279aee6,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
1249,de6c97d26c7fd97f264dd4b65f4c9e54,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.000168112,kilogram,cutoff38,,,,,
1250,de6fe0d309ed87c8d278d9739b904d63,"market for hazardous waste, for incineration",RoW,-1.4e-06,kilogram,cutoff38,,,,,
1251,de7932c711e38da449ef6730267a3fa0,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.333596559432856,kilogram,cutoff38,,,,,
1252,df4b191dd413fec2870e3f29346e97b5,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0001847702180734,kilogram,cutoff38,,,,,
1253,df4b191dd413fec2870e3f29346e97b5,"market for hazardous waste, for incineration",CH,-4.82978192658427e-06,kilogram,cutoff38,,,,,
1254,df8b4af718ba9413a2f9a4cc00af5d16,"treatment of fly ash and scrubber sludge, hazardous waste incineration, with energy recovery",RoW,-0.5,kilogram,cutoff38,,,,,
1255,df8b4af718ba9413a2f9a4cc00af5d16,"treatment of fly ash and scrubber sludge, hazardous waste incineration",RoW,-0.5,kilogram,cutoff38,,,,,
1256,dffb43f95e63db60ab9fd650a486b220,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0085790488437009,kilogram,cutoff38,,,,,
1257,dffb43f95e63db60ab9fd650a486b220,"market for hazardous waste, for incineration",CH,-0.000224251156299,kilogram,cutoff38,,,,,
1258,e016ed68e911fb24b4034c4235ce74f3,"market for hazardous waste, for incineration",RoW,-0.0022841877478258,kilogram,cutoff38,,,,,
1259,e0b3650b708c636106b546e74ee8d1c4,"market for hazardous waste, for incineration",RoW,-0.0002700514814402,kilogram,cutoff38,,,,,
1260,e0c2cb07dff3984b012e670c5c60763c,"market for hazardous waste, for incineration",CH,-4.15e-06,kilogram,cutoff38,,,,,
1261,e0cd8890d526758a3b412038ea91d27e,"market for hazardous waste, for incineration",Europe without Switzerland,-6.7314129251766e-08,kilogram,cutoff38,,,,,
1262,e0cd8890d526758a3b412038ea91d27e,"market for hazardous waste, for incineration",CH,-1.7595506908735602e-09,kilogram,cutoff38,,,,,
1263,e11605889437cc6ed42091085afbcc15,"market for hazardous waste, for incineration",RoW,-0.0003000985163634,kilogram,cutoff38,,,,,
1264,e138a97f45ff551acefc0a7cb93a7688,"market for hazardous waste, for incineration",CH,-0.0008462134081054,kilogram,cutoff38,,,,,
1265,e193949fa40c7a8c6544f453904259e6,"treatment of waste graphical paper, municipal incineration",RoW,-0.0392054053825304,kilogram,cutoff38,,,,,
1266,e1a4fb1e6ddb921f07b2a12948103295,"market for hazardous waste, for incineration",Europe without Switzerland,-8.73e-07,kilogram,cutoff38,,,,,
1267,e1be837bac2a23d91dec4f163e2f8af3,"treatment of municipal solid waste, incineration",LU,-0.667754,kilogram,cutoff38,,,,,
1268,e219c33c16291bc508b9227808cc7a77,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0018337664522613,kilogram,cutoff38,,,,,
1269,e219c33c16291bc508b9227808cc7a77,"market for hazardous waste, for incineration",CH,-4.79335477386794e-05,kilogram,cutoff38,,,,,
1270,e227aa0a1916bc60f28d34228b2f2672,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0006768575553305,kilogram,cutoff38,,,,,
1271,e227aa0a1916bc60f28d34228b2f2672,"market for hazardous waste, for incineration",CH,-1.7692647774591e-05,kilogram,cutoff38,,,,,
1272,e227aa0a1916bc60f28d34228b2f2672,"market for hazardous waste, for incineration",RoW,-0.0014074918941946,kilogram,cutoff38,,,,,
1273,e286c876c934f2afa8c070e1e6dc7bfe,"market for hazardous waste, for incineration",RoW,-0.790273798242586,kilogram,cutoff38,,,,,
1274,e2f661764309631302da5e1d08872e23,"treatment of waste polyethylene, municipal incineration",RoW,-0.296770319615218,kilogram,cutoff38,,,,,
1275,e30d5c08ee6f87dc37c3a3b452648524,"treatment of waste paperboard, municipal incineration",RoW,-0.0539407403935113,kilogram,cutoff38,,,,,
1276,e31a5f6f31ba70e3a6fb1bfd0bf4d346,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.441076934646913,kilogram,cutoff38,,,,,
1277,e326b6bbd0145bba13462a88df66889c,"treatment of waste polypropylene, municipal incineration",RoW,-0.648037776664191,kilogram,cutoff38,,,,,
1278,e340ab298f060f142fbb94e0dd5d14c0,"treatment of waste glass, municipal incineration",RoW,-0.944189931250273,kilogram,cutoff38,,,,,
1279,e3529b1a3620c0088c170850bb3005f8,"market for hazardous waste, for incineration",CH,-0.0028180428053779,kilogram,cutoff38,,,,,
1280,e3529b1a3620c0088c170850bb3005f8,"market for hazardous waste, for incineration",RoW,-0.224181957194622,kilogram,cutoff38,,,,,
1281,e38ac037fc98980165ee1aa42f6e90f6,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
1282,e4401fad08d1e3964ab594171ef98d93,"treatment of waste polyethylene, municipal incineration",RoW,-0.993763892319091,kilogram,cutoff38,,,,,
1283,e4c1d4939ad3d3dd89a36be0bd11002e,"market for hazardous waste, for incineration",RoW,-0.0003077818015114,kilogram,cutoff38,,,,,
1284,e4c5234f62400d38fd8d69329641102e,"treatment of waste polystyrene, municipal incineration",RoW,-0.0060783430886987,kilogram,cutoff38,,,,,
1285,e4d4cc13083ea564fd48ac0a5925b36b,"market for hazardous waste, for incineration",Europe without Switzerland,-9.7e-07,kilogram,cutoff38,,,,,
1286,e536dce97ac2d440ac0b1080899cba24,"market for hazardous waste, for incineration",RoW,-7.82129504998588e-06,kilogram,cutoff38,,,,,
1287,e5844842b92bcb0056abf1c547029eb6,"market for hazardous waste, for incineration",Europe without Switzerland,-9.16e-07,kilogram,cutoff38,,,,,
1288,e5987a566766747df01d79fe29ffadc1,"market for hazardous waste, for incineration",RoW,-0.0002944001326439,kilogram,cutoff38,,,,,
1289,e5a1f10a7bc8979dce6f00e35343112c,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.987663173459344,kilogram,cutoff38,,,,,
1290,e5af5c3b833867a63f4d4c4312a0c3bd,"market for hazardous waste, for incineration",Europe without Switzerland,-0.28450954,kilogram,cutoff38,,,,,
1291,e5af5c3b833867a63f4d4c4312a0c3bd,"market for hazardous waste, for incineration",CH,-0.007436907573962,kilogram,cutoff38,,,,,
1292,e5af5c3b833867a63f4d4c4312a0c3bd,"market for hazardous waste, for incineration",RoW,-0.591623552426038,kilogram,cutoff38,,,,,
1293,e5e9a5d623c0c6b5011fb590fd0edac8,"treatment of waste graphical paper, municipal incineration",RoW,-0.210673697208202,kilogram,cutoff38,,,,,
1294,e609387dcc84cb3efe3ce9f506b0b37f,"treatment of waste polystyrene, municipal incineration",RoW,-0.441076934646913,kilogram,cutoff38,,,,,
1295,e60c9cf6c51f3836a9abdff6c03dee36,"market for hazardous waste, for incineration",RoW,-1.08514397115836e-05,kilogram,cutoff38,,,,,
