,003ba30e1374a6ea2cfed3594df32399,"market for hazardous waste, for incineration",Europe without Switzerland,-7.10493e-05,kilogram,cutoff38,f16ebe0cf00906d23646f15369313fe6,"treatment of low level radioactive waste, plasma torch incineration",CH,-0.09,cubic meter
545,5da986e74a44d4336c54fe9ab1af229d,"treatment of waste polyurethane, municipal incineration",RoW,-0.969427058257102,kilogram,cutoff38,,,,,
546,5dd21c88c638ef0755f2eea6ef032a02,"market for hazardous waste, for incineration",Europe without Switzerland,-0.009550359372993,kilogram,cutoff38,,,,,
547,5dd21c88c638ef0755f2eea6ef032a02,"market for hazardous waste, for incineration",CH,-0.0002496406270069,kilogram,cutoff38,,,,,
548,5e102b09ce33658c763a52205921f759,"treatment of waste wood, untreated, municipal incineration",RoW,-0.256386189641601,kilogram,cutoff38,,,,,
549,5e6dadc05f1f4da1949e4b95c1bd899b,"market for hazardous waste, for incineration",RoW,-0.0003060878876244,kilogram,cutoff38,,,,,
550,5e99d06c921ccfa0267dd72e5da720fa,"treatment of waste glass, municipal incineration",RoW,-0.933487623264238,kilogram,cutoff38,,,,,
551,5e9d7dd7a712b02c2202924747afb650,"treatment of waste paperboard, municipal incineration",RoW,-0.0392054053825304,kilogram,cutoff38,,,,,
552,5f2ef729d266d10599cede99ebdd6bd1,"market for hazardous waste, for incineration",RoW,-2.36373748609566e-06,kilogram,cutoff38,,,,,
553,5f4c97b233d070ebc753b19486d7d073,"treatment of bilge oil, hazardous waste incineration, with energy recovery",CH,-0.5,kilogram,cutoff38,,,,,
554,5f4c97b233d070ebc753b19486d7d073,"treatment of bilge oil, hazardous waste incineration",CH,-0.5,kilogram,cutoff38,,,,,
555,5f5e95bf82f9251cb8bab6dd1272c3da,"treatment of waste graphical paper, municipal incineration",RoW,-0.980653482373173,kilogram,cutoff38,,,,,
556,5f604ef98b4dc2fef35e12f5e5e5fc22,"treatment of waste polyurethane, municipal incineration",RoW,-0.980653482373173,kilogram,cutoff38,,,,,
557,5fc8cdc6bb6be62b4571afa89929beed,"market for hazardous waste, for incineration",RoW,-2.37962971375444e-06,kilogram,cutoff38,,,,,
558,5fcb2bf58a4b9acfd2de019170a199c8,"treatment of waste glass, municipal incineration",RoW,-0.993763892319091,kilogram,cutoff38,,,,,
559,5fe8f94ba098dc2ea6bf001c66b12c95,"treatment of waste glass, municipal incineration",RoW,-0.61512182868626,kilogram,cutoff38,,,,,
560,600427088f5535bbd4e9311ae21ae61e,"market for hazardous waste, for incineration",RoW,-4.84527004430895e-05,kilogram,cutoff38,,,,,
561,600e760dde24b925e2d9a960efb3f701,"market for hazardous waste, for incineration",RoW,-0.0003979320711822,kilogram,cutoff38,,,,,
562,601a70d3a34a578a44c697193fbb3fe2,"market for hazardous waste, for incineration",RoW,-0.0002813557247946,kilogram,cutoff38,,,,,
563,602149b19acd9d7fd3a3cb4b9178eead,"market for hazardous waste, for incineration",RoW,-5.98311082806938e-05,kilogram,cutoff38,,,,,
564,6026f2ace3966b16b646b253803d296f,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
565,60321b8132be69cb881a67b822c43768,"market for hazardous waste, for incineration",RoW,-0.0003000526623389,kilogram,cutoff38,,,,,
566,6057981e88a73897d5d0e53c3aa0dbba,"market for hazardous waste, for incineration",Europe without Switzerland,-0.321678,kilogram,cutoff38,,,,,
567,6057981e88a73897d5d0e53c3aa0dbba,"market for hazardous waste, for incineration",CH,-0.0084084686741153,kilogram,cutoff38,,,,,
568,6057981e88a73897d5d0e53c3aa0dbba,"market for hazardous waste, for incineration",RoW,-0.668913531325885,kilogram,cutoff38,,,,,
569,606764b1f77fedd0c90b8bf8986ac0ab,"treatment of waste wood, untreated, municipal incineration",RoW,-0.441076934646913,kilogram,cutoff38,,,,,
570,608aaf3404ed1405f6e93874cdbef956,"treatment of waste glass, municipal incineration",RoW,-0.0625465376023827,kilogram,cutoff38,,,,,
571,60ae90dfacda5956b1e11118d929a451,"market for hazardous waste, for incineration",Europe without Switzerland,-5.84656883320907e-05,kilogram,cutoff38,,,,,
572,60ae90dfacda5956b1e11118d929a451,"market for hazardous waste, for incineration",CH,-1.52825778838147e-06,kilogram,cutoff38,,,,,
573,60d6eac29d6edf34ce4869835b2d35bd,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
574,60f7133863ef35659f3a62cb776aa152,"treatment of waste polyurethane, municipal incineration",RoW,-0.648037776664191,kilogram,cutoff38,,,,,
575,613cb94ceeb7283efef562d780673ac2,"treatment of waste polypropylene, municipal incineration",RoW,-0.0392054053825304,kilogram,cutoff38,,,,,
576,61724a0685f79fe9c1be9d03341f170f,"process-specific burdens, municipal waste incineration",CH,4.66e-06,kilogram,cutoff38,,,,,
577,617523bdb2a876cfc10b31d63d5c1c0a,"treatment of municipal solid waste, incineration",SK,-0.137212,kilogram,cutoff38,,,,,
578,61ac0bdeefb8dbab959b4088fd2bf806,"market for hazardous waste, for incineration",CH,-9.57412998178913e-08,kilogram,cutoff38,,,,,
579,61ac0bdeefb8dbab959b4088fd2bf806,"market for hazardous waste, for incineration",Europe without Switzerland,-3.66272041158076e-06,kilogram,cutoff38,,,,,
580,61b11a72413e246b2e8c78b05b9f65c8,"market for hazardous waste, for incineration",RoW,-0.0002846706584559,kilogram,cutoff38,,,,,
581,61b88a47c68fe8a0f62dd46ebee3cb52,"market for hazardous waste, for incineration",RoW,-0.00776885985688,kilogram,cutoff38,,,,,
582,6208176fb51a05c31e530a19ab632311,"market for hazardous waste, for incineration",RoW,-0.0088033,kilogram,cutoff38,,,,,
583,631e41012d8d69ed10313f1588244391,"market for hazardous waste, for incineration",RoW,-382687.172227689,kilogram,cutoff38,,,,,
584,636586923fb81722146dc0c8046a05a6,"market for hazardous waste, for incineration",RoW,-9.7e-07,kilogram,cutoff38,,,,,
585,63b4d9baa4ec5759b9432decba1027b6,"treatment of waste paperboard, municipal incineration",RoW,-0.0056040232423687,kilogram,cutoff38,,,,,
586,648780bdf678ce787c92f8a33c7d47c8,"treatment of municipal solid waste, incineration",RoW,-0.670191,kilogram,cutoff38,,,,,
587,6491827976b1b1cd686ee321444ddd5c,"treatment of waste paperboard, municipal incineration",RoW,-0.125163193694194,kilogram,cutoff38,,,,,
588,655b74787701ad47163da830b49dc0c3,"treatment of waste glass, municipal incineration",RoW,-0.0056040232423687,kilogram,cutoff38,,,,,
589,658cee71c9853fcb834e6b948e48e1bd,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0008462134081054,kilogram,cutoff38,,,,,
590,65f3019bf628543a639567ef61493fe2,"treatment of waste polypropylene, municipal incineration",RoW,-0.987663173459344,kilogram,cutoff38,,,,,
591,66262e030087e19a02b263b96a5315d3,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0100368962104932,kilogram,cutoff38,,,,,
592,66262e030087e19a02b263b96a5315d3,"market for hazardous waste, for incineration",CH,-0.000262358406143,kilogram,cutoff38,,,,,
593,6636d043fbdeb1763a2535afdef0f00b,"market for hazardous waste, for incineration",RoW,-0.0003079465449298,kilogram,cutoff38,,,,,
594,6656f7b844d29cbee1dbd252bed3c962,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
595,6656f7b844d29cbee1dbd252bed3c962,"process-specific burdens, municipal waste incineration",Europe without Switzerland,5.2756e-05,kilogram,cutoff38,,,,,
596,6660cb29165d121254a050d4b6a5250b,"market for hazardous waste, for incineration",Europe without Switzerland,-7.80657551014601e-07,kilogram,cutoff38,,,,,
597,6660cb29165d121254a050d4b6a5250b,"market for hazardous waste, for incineration",CH,-2.04059169819443e-08,kilogram,cutoff38,,,,,
598,6674eadafa3a644eedf81d52e378d3fc,"market for hazardous waste, for incineration",Europe without Switzerland,-0.000860384,kilogram,cutoff38,,,,,
599,6674eadafa3a644eedf81d52e378d3fc,"market for hazardous waste, for incineration",CH,-2.24899182154516e-05,kilogram,cutoff38,,,,,
600,6674eadafa3a644eedf81d52e378d3fc,"market for hazardous waste, for incineration",RoW,-0.0017891260817845,kilogram,cutoff38,,,,,
601,6677dc91baf5f7bd6bb58252d24d1c2f,"treatment of waste polypropylene, municipal incineration",RoW,-0.000768036640492,kilogram,cutoff38,,,,,
602,66aa2758502324382e016998f16da238,"treatment of municipal solid waste, incineration",DK,-0.980653,kilogram,cutoff38,,,,,
603,673d6327fb451005bbcf5f7525252f24,"treatment of waste glass, municipal incineration",RoW,-0.969427058257102,kilogram,cutoff38,,,,,
604,674b94559c1abf1ce84502e290f1f741,"treatment of waste polyvinylchloride, municipal incineration",RoW,-0.982431807674526,kilogram,cutoff38,,,,,
605,686202f0124dfe69a092aee7267b3377,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.002506540381972,kilogram,cutoff38,,,,,
606,686202f0124dfe69a092aee7267b3377,"treatment of municipal solid waste, incineration",ES,-33.2513715041345,kilogram,cutoff38,,,,,
607,686202f0124dfe69a092aee7267b3377,"market for hazardous waste, for incineration",CH,-0.0072570887049973,kilogram,cutoff38,,,,,
608,686202f0124dfe69a092aee7267b3377,"market for hazardous waste, for incineration",Europe without Switzerland,-0.277630311882176,kilogram,cutoff38,,,,,
609,686202f0124dfe69a092aee7267b3377,"market for hazardous waste, for incineration",RoW,-0.577318536935112,kilogram,cutoff38,,,,,
610,68a8ab0e900c7b6b67ac3b4f2534d97f,"treatment of waste polypropylene, municipal incineration",RoW,-0.61512182868626,kilogram,cutoff38,,,,,
611,6921866c00d0141f9a2c3062120cea94,"market for hazardous waste, for incineration",RoW,-2.36373748609566e-06,kilogram,cutoff38,,,,,
612,6921b9ac3e0c35288326c9a81aaceb1b,"treatment of waste graphical paper, municipal incineration",RoW,-0.125163193694194,kilogram,cutoff38,,,,,
613,6933946d5c8ed30a36e0bef2b4816a44,"market for hazardous waste, for incineration",Europe without Switzerland,-0.007570959546084,kilogram,cutoff38,,,,,
614,6933946d5c8ed30a36e0bef2b4816a44,"market for hazardous waste, for incineration",CH,-0.000197900310796,kilogram,cutoff38,,,,,
615,693591e3913b9ef2f0debedc1f5eb74b,"treatment of waste mineral oil, hazardous waste incineration",RoW,-5.49000726370132e-05,kilogram,cutoff38,,,,,
616,694821d336da2792c579bf00e59e3e18,"treatment of waste plastic, mixture, municipal incineration",RoW,-3.88e-05,kilogram,cutoff38,,,,,
617,694821d336da2792c579bf00e59e3e18,"treatment of waste graphical paper, municipal incineration",RoW,-3.88e-05,kilogram,cutoff38,,,,,
618,694821d336da2792c579bf00e59e3e18,"market for process-specific burdens, municipal waste incineration",Europe without Switzerland,3.47935567140766e-05,kilogram,cutoff38,,,,,
619,694821d336da2792c579bf00e59e3e18,"market for process-specific burdens, municipal waste incineration",RoW,8.82064432859234e-05,kilogram,cutoff38,,,,,
620,699c5708c7b8a0aeece15125d4e569a6,"market for hazardous waste, for incineration",CH,-0.0008,kilogram,cutoff38,,,,,
621,69aa7388cbf4f8066f6c8ff719c7d554,"treatment of waste plastic, mixture, municipal incineration",RoW,-3.88e-05,kilogram,cutoff38,,,,,
622,69aa7388cbf4f8066f6c8ff719c7d554,"treatment of waste graphical paper, municipal incineration",RoW,-3.88e-05,kilogram,cutoff38,,,,,
623,69df30b70dbfc8aac978291712306277,"treatment of municipal solid waste, incineration",RoW,-0.0392054,kilogram,cutoff38,,,,,
624,69e43107cb1de65bb66a9174c5640532,"treatment of waste polyethylene, municipal incineration",RoW,-0.969427058257102,kilogram,cutoff38,,,,,
625,6a31c03c0beb80e46e8dc233661e596e,"market for hazardous waste, for incineration",RoW,-1.09828660635453e-06,kilogram,cutoff38,,,,,
626,6a644c30072baad4978c4bc6f6dee034,"market for hazardous waste, for incineration",RoW,-4.15e-06,kilogram,cutoff38,,,,,
627,6a898cfddffac06b9992e5198587276f,"treatment of waste polyvinylchloride, municipal incineration",RoW,-0.969427058257102,kilogram,cutoff38,,,,,
628,6a9bfff591d82bd374a04c436b32c6d3,"market for hazardous waste, for incineration",RoW,-8.73e-07,kilogram,cutoff38,,,,,
629,6ac9f9fc915bea3b5727993610c5434a,"market for hazardous waste, for incineration",Europe without Switzerland,-0.169047471017597,kilogram,cutoff38,,,,,
630,6ac9f9fc915bea3b5727993610c5434a,"market for hazardous waste, for incineration",CH,-0.0044187988127564,kilogram,cutoff38,,,,,
631,6b145e58119503d0c3b30f11f56cb3e6,"market for hazardous waste, for incineration",RoW,-0.0018817,kilogram,cutoff38,,,,,
632,6b331961ffad9db2090a9f1f04e3923c,"treatment of waste polystyrene, municipal incineration",RoW,-0.0155584396588576,kilogram,cutoff38,,,,,
633,6b3e21e56ad80ae0da82a96f680c9ca9,"market for process-specific burdens, municipal waste incineration",Europe without Switzerland,6.59097456453645e-05,kilogram,cutoff38,,,,,
634,6b72b028734f410c47c64e2de47af694,"treatment of waste plastic, mixture, municipal incineration",RoW,-0.917668515874329,kilogram,cutoff38,,,,,
635,6c2eb0883138d1950e03afce34cce6f9,"treatment of waste wood, untreated, municipal incineration",RoW,-0.944189931250273,kilogram,cutoff38,,,,,
636,6c2f2f4bd2936f16fbd0b7460a5ac820,"market for hazardous waste, for incineration",Europe without Switzerland,-9.06636780564424e-07,kilogram,cutoff38,,,,,
637,6c2f2f4bd2936f16fbd0b7460a5ac820,"market for hazardous waste, for incineration",CH,-2.36989379695743e-08,kilogram,cutoff38,,,,,
638,6c2f2f4bd2936f16fbd0b7460a5ac820,"market for hazardous waste, for incineration",RoW,-1.88530645713191e-06,kilogram,cutoff38,,,,,
639,6c51af1b15f37d61d7acc605d71758da,"treatment of waste paperboard, municipal incineration",RoW,-0.000768036640492,kilogram,cutoff38,,,,,
640,6cacc919691cff93b03708ebdfc445d8,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0123842823379587,kilogram,cutoff38,,,,,
641,6cacc919691cff93b03708ebdfc445d8,"market for hazardous waste, for incineration",CH,-0.0003237176620413,kilogram,cutoff38,,,,,
642,6cb1eeab059cf71c40e9b1b13807f512,"market for hazardous waste, for incineration",RoW,-0.0022028,kilogram,cutoff38,,,,,
643,6cc974888252f46ec3d67dde695c2152,"process-specific burdens, municipal waste incineration",CH,7.59e-06,kilogram,cutoff38,,,,,
644,6d0e83c1b230fd1284c0d4eb9ec3c91c,"market for hazardous waste, for incineration",RoW,-0.0004023594097046,kilogram,cutoff38,,,,,
645,6d35df7d4250a5a324c25f54c67fc624,"market for hazardous waste, for incineration",RoW,-0.0039,kilogram,cutoff38,,,,,
646,6d3876be5f3bb94f02d271486a4f2a03,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0250950310422391,kilogram,cutoff38,,,,,
647,6d3876be5f3bb94f02d271486a4f2a03,"market for hazardous waste, for incineration",CH,-0.0006559689577609,kilogram,cutoff38,,,,,
648,6d49a966821659bf8478df564e35d2ab,"treatment of waste polyethylene, municipal incineration",RoW,-0.670191344336828,kilogram,cutoff38,,,,,
649,6d59de26d8c06cd5456543adc50e8bd3,"market for hazardous waste, for incineration",RoW,-2.36373748609566e-06,kilogram,cutoff38,,,,,
650,6d9d014d4f29f7fbdf6c631c99020ba1,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0021679294,kilogram,cutoff38,,,,,
651,6d9d014d4f29f7fbdf6c631c99020ba1,"market for hazardous waste, for incineration",CH,-5.66683654076239e-05,kilogram,cutoff38,,,,,
652,6d9d014d4f29f7fbdf6c631c99020ba1,"market for hazardous waste, for incineration",RoW,-0.0045081022345923,kilogram,cutoff38,,,,,
653,6db43cb575a5a5726e2dd5c612fe75a7,"market for hazardous waste, for incineration",RoW,-2.36373748609566e-06,kilogram,cutoff38,,,,,
654,6db88e23c0dcca2801065b4a2a49af93,"market for hazardous waste, for incineration",CH,-0.0003300433597621,kilogram,cutoff38,,,,,
655,6decd55e6a509a6675c32a40d21ab3e6,"market for hazardous waste, for incineration",RoW,-0.0003307158121709,kilogram,cutoff38,,,,,
656,6e4b6599ff85cbf2f022a952caee1113,"treatment of waste graphical paper, municipal incineration",RoW,-0.667753859534681,kilogram,cutoff38,,,,,
657,6e82c4cefd0bbee2b6807f6de2a0531b,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0022260014150126,kilogram,cutoff38,,,,,
658,6e82c4cefd0bbee2b6807f6de2a0531b,"market for hazardous waste, for incineration",CH,-5.81863328131554e-05,kilogram,cutoff38,,,,,
659,6ed33ba684b3c5af2f67e0bd08c0dd5c,"treatment of waste polyethylene, municipal incineration",RoW,-0.210673697208202,kilogram,cutoff38,,,,,
660,6eea14904d0bd05ff53d409655880d3f,"treatment of municipal solid waste, incineration",AT,-0.933488,kilogram,cutoff38,,,,,
661,6f143c4da99fb6df408366326c9d0991,"treatment of waste graphical paper, municipal incineration",RoW,-0.0155,kilogram,cutoff38,,,,,
662,6f357c173799689897c9c39a0e881d18,"market for hazardous waste, for incineration",Europe without Switzerland,-2.1313914838049e-05,kilogram,cutoff38,,,,,
663,6f357c173799689897c9c39a0e881d18,"market for hazardous waste, for incineration",CH,-5.57132863417754e-07,kilogram,cutoff38,,,,,
664,6f72318068764f018bb9eda83a352439,"market for hazardous waste, for incineration",RoW,-2.06606545644355e-05,kilogram,cutoff38,,,,,
665,6f902938e058dc9536461bc065c2d817,"treatment of waste polyethylene, municipal incineration",RoW,-0.333596559432856,kilogram,cutoff38,,,,,
666,712e28b452f4bd686d13bc8f51540518,"market for hazardous waste, for incineration",RoW,-0.127,kilogram,cutoff38,,,,,
667,7168f8d0a31257c06232f6c4574df0f7,"treatment of waste plastic, mixture, municipal incineration",RoW,-5.74941858781633e-06,kilogram,cutoff38,,,,,
668,7168f8d0a31257c06232f6c4574df0f7,"treatment of municipal solid waste, incineration",ES,-0.0762708850698216,kilogram,cutoff38,,,,,
669,7168f8d0a31257c06232f6c4574df0f7,"market for hazardous waste, for incineration",CH,-1.66460676213471e-05,kilogram,cutoff38,,,,,
670,7168f8d0a31257c06232f6c4574df0f7,"market for hazardous waste, for incineration",Europe without Switzerland,-0.0006368191341169,kilogram,cutoff38,,,,,
671,7168f8d0a31257c06232f6c4574df0f7,"market for hazardous waste, for incineration",RoW,-0.0013242339725379,kilogram,cutoff38,,,,,
672,71a9d9e2a282726d2d58e267421fe91a,"treatment of waste graphical paper, municipal incineration",RoW,-0.0539407403935113,kilogram,cutoff38,,,,,
673,71e577fb0358fdbade5520545334b81f,"treatment of waste polyethylene terephthalate, municipal incineration",RoW,-0.427746565109878,kilogram,cutoff38,,,,,
674,7217bb9694c035b430d5162ac7326827,"treatment of waste polyvinylchloride, municipal incineration",RoW,-0.427746565109878,kilogram,cutoff38,,,,,
675,72426f59b575321e2dc1bb619da7b9e4,"treatment of waste glass, municipal incineration",RoW,-0.0539407403935113,kilogram,cutoff38,,,,,
676,72998016db52f860a94d7fc2bdd11121,"treatment of waste polyvinylchloride, municipal incineration",RoW,-0.0056040232423687,kilogram,cutoff38,,,,,
677,72ca26765a23b0310c6a3f2cefca83f9,"market for hazardous waste, for incineration",RoW,-9.13981762918e-07,kilogram,cutoff38,,,,,
678,72d7554cbe1c96ae98ed55e6999943ab,"treatment of waste wood, untreated, municipal incineration",RoW,-0.980653482373173,kilogram,cutoff38,,,,,
